|CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|WIKIDATA|MESH_WIKI|SNOMED_CT_WIKI|ICD10_WIKI|ICD10CM_WIKI|ICD10PCS_WIKI|NCBI_WIKI|WN31|WN30|WN_SENSE|SNOMEDCT2ICD10|ICD10ENG|ICD10CM_SPA|ICD10OCS_SPA
536944|C0015310|ENG|S|L0383741|PF|S0482238|N|A17800370|||H50.1|ICD10CM|ET|H50.1|Divergent concomitant strabismus|4|N|256|Q2556242|D005099|||H50.1|||14581165-n|14557573-n|exotropia%1:26:00:: divergent_strabismus%1:26:00:: walleye%1:26:00::|||Exotropía|
536945|C0015310|ENG|S|L0383741|PF|S0482238|N|A17800370|||H50.1|ICD10CM|ET|H50.1|Divergent concomitant strabismus|4|N|256|Q2556242|D005099|||H50.10|||14581165-n|14557573-n|exotropia%1:26:00:: divergent_strabismus%1:26:00:: walleye%1:26:00::|||Exotropía|
536974|C0015310|ENG|S|L0571073|VCW|S0752704|Y|A17787638|||H50.10|ICD10CM|PT|H50.10|Unspecified exotropia|4|N|256|Q2556242|D005099|||H50.1|||14581165-n|14557573-n|exotropia%1:26:00:: divergent_strabismus%1:26:00:: walleye%1:26:00::|||Exotropía no especificada|
536975|C0015310|ENG|S|L0571073|VCW|S0752704|Y|A17787638|||H50.10|ICD10CM|PT|H50.10|Unspecified exotropia|4|N|256|Q2556242|D005099|||H50.10|||14581165-n|14557573-n|exotropia%1:26:00:: divergent_strabismus%1:26:00:: walleye%1:26:00::|||Exotropía no especificada|
551963|C0015652|ENG|P|L0015652|PF|S0040720|N|A17811997|||B66.3|ICD10CM|PT|B66.3|Fascioliasis|4|N|256|Q6972442|D005211|||B66.3|||14199209-n|14175727-n|fascioliasis%1:26:00:: fasciolosis%1:26:00::|||Fascioliasis|
552148|C0015656|ENG|P|L0015656|PF|S0040726|N|A17811999|||B66.5|ICD10CM|PT|B66.5|Fasciolopsiasis|4|N|256|Q2140729||||B66.5|||14199385-n|14175903-n|fasciolopsiasis%1:26:00::|||Fasciolopsiasis|
552166|C0015656|ENG|S|L0389292|PF|S0492968|N|A17799129|||B66.5|ICD10CM|ET|B66.5|Intestinal distomiasis|4|N|256|Q2140729||||B66.5|||14199385-n|14175903-n|fasciolopsiasis%1:26:00::|||Fasciolopsiasis|
563639|C0015967|ENG|P|L0015967|VO|S0884029|Y|A17841709|||R50.9|ICD10CM|ET|R50.9|Fever NOS|4|N|256|Q38933|D005334||R50||||14388761-n|14365356-n|feverishness%1:26:00:: fever%1:26:00:: febricity%1:26:00:: febrility%1:26:00:: pyrexia%1:26:00::|||Fiebre, no especificada|
563685|C0015967|ENG|S|L0034247|VO|S1646384|N|A17841711|||R50.9|ICD10CM|ET|R50.9|Pyrexia NOS|4|N|256|Q38933|D005334||R50||||14388761-n|14365356-n|feverishness%1:26:00:: fever%1:26:00:: febricity%1:26:00:: febrility%1:26:00:: pyrexia%1:26:00::|||Fiebre, no especificada|
563712|C0015967|ENG|S|L0837173|PF|S0884039|N|A17816204|||R50.9|ICD10CM|PT|R50.9|Fever, unspecified|4|N|256|Q38933|D005334||R50||||14388761-n|14365356-n|feverishness%1:26:00:: fever%1:26:00:: febricity%1:26:00:: febrility%1:26:00:: pyrexia%1:26:00::|||Fiebre, no especificada|
565179|C0016034|ENG|P|L0016034|VO|S0485705|N|A17776917|||N60.1|ICD10CM|ET|N60.1|Fibrocystic disease of breast|4|N|256|Q1423177|D005348|||N60|||14231824-n|14208342-n|mazopathy%1:26:00:: mastopathy%1:26:00::|||Mastopatía quística difusa|
565180|C0016034|ENG|P|L0016034|VO|S0485705|N|A17776917|||N60.1|ICD10CM|ET|N60.1|Fibrocystic disease of breast|4|N|256|Q1423177|D005348|||N60.1|||14231824-n|14208342-n|mazopathy%1:26:00:: mastopathy%1:26:00::|||Mastopatía quística difusa|
565247|C0016034|ENG|S|L0012219|PF|S0218549|N|A17853561|||N60.1|ICD10CM|HT|N60.1|Diffuse cystic mastopathy|4|N|256|Q1423177|D005348|||N60|||14231824-n|14208342-n|mazopathy%1:26:00:: mastopathy%1:26:00::|||Mastopatía quística difusa|
565248|C0016034|ENG|S|L0012219|PF|S0218549|N|A17853561|||N60.1|ICD10CM|HT|N60.1|Diffuse cystic mastopathy|4|N|256|Q1423177|D005348|||N60.1|||14231824-n|14208342-n|mazopathy%1:26:00:: mastopathy%1:26:00::|||Mastopatía quística difusa|
565297|C0016034|ENG|S|L0016036|VC|S11696720|Y|A17866382|||N60|ICD10CM|ET|N60|fibrocystic mastopathy|4|N|256|Q1423177|D005348|||N60|||14231824-n|14208342-n|mazopathy%1:26:00:: mastopathy%1:26:00::|||Displasia mamaria benigna|
565298|C0016034|ENG|S|L0016036|VC|S11696720|Y|A17866382|||N60|ICD10CM|ET|N60|fibrocystic mastopathy|4|N|256|Q1423177|D005348|||N60.1|||14231824-n|14208342-n|mazopathy%1:26:00:: mastopathy%1:26:00::|||Displasia mamaria benigna|
567851|C0016064|ENG|P|L0016064|VC|S0884413|N|A17776639|||M85.0|ICD10CM|HT|M85.0|Fibrous dysplasia (monostotic)|4|N||Q6901991|D005358||M85.0|Q78.1|||14390038-n|14366633-n|monostotic_fibrous_dysplasia%1:26:00::|||Displasia fibrosa (monostótica)|
567852|C0016064|ENG|P|L0016064|VC|S0884413|N|A17776639|||M85.0|ICD10CM|HT|M85.0|Fibrous dysplasia (monostotic)|4|N||Q6901991|D005358||M85.0|M85.0|||14390038-n|14366633-n|monostotic_fibrous_dysplasia%1:26:00::|||Displasia fibrosa (monostótica)|
567873|C0016064|ENG|S|L1693486|VW|S11636624|Y|A17789379|||M85.00|ICD10CM|PT|M85.00|Fibrous dysplasia (monostotic), unspecified site|4|N||Q6901991|D005358||M85.0|Q78.1|||14390038-n|14366633-n|monostotic_fibrous_dysplasia%1:26:00::|||Displasia fibrosa (monostótica), localización no especificada|
567874|C0016064|ENG|S|L1693486|VW|S11636624|Y|A17789379|||M85.00|ICD10CM|PT|M85.00|Fibrous dysplasia (monostotic), unspecified site|4|N||Q6901991|D005358||M85.0|M85.0|||14390038-n|14366633-n|monostotic_fibrous_dysplasia%1:26:00::|||Displasia fibrosa (monostótica), localización no especificada|
568649|C0016085|ENG|P|L0016085|PF|S0041542|N|A17812011|||B74|ICD10CM|HT|B74|Filariasis|4|N|256|Q815753|D005368|||B74.2|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis|
568650|C0016085|ENG|P|L0016085|PF|S0041542|N|A17812011|||B74|ICD10CM|HT|B74|Filariasis|4|N|256|Q815753|D005368|||B74|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis|
568651|C0016085|ENG|P|L0016085|PF|S0041542|N|A17812011|||B74|ICD10CM|HT|B74|Filariasis|4|N|256|Q815753|D005368|||B74.0|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis|
568652|C0016085|ENG|P|L0016085|PF|S0041542|N|A17812011|||B74|ICD10CM|HT|B74|Filariasis|4|N|256|Q815753|D005368|||B74.1|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis|
568653|C0016085|ENG|P|L0016085|PF|S0041542|N|A17812011|||B74|ICD10CM|HT|B74|Filariasis|4|N|256|Q815753|D005368|||B74.3|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis|
568654|C0016085|ENG|P|L0016085|PF|S0041542|N|A17812011|||B74|ICD10CM|HT|B74|Filariasis|4|N|256|Q815753|D005368|||B74.4|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis|
568655|C0016085|ENG|P|L0016085|PF|S0041542|N|A17812011|||B74|ICD10CM|HT|B74|Filariasis|4|N|256|Q815753|D005368|||B74.8|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis|
568656|C0016085|ENG|P|L0016085|PF|S0041542|N|A17812011|||B74|ICD10CM|HT|B74|Filariasis|4|N|256|Q815753|D005368|||B74.9|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis|
568825|C0016085|ENG|S|L0041839|VCW|S0646658|N|A17799145|||B74.9|ICD10CM|PT|B74.9|Filariasis, unspecified|4|N|256|Q815753|D005368|||B74.2|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis, no especificada|
568826|C0016085|ENG|S|L0041839|VCW|S0646658|N|A17799145|||B74.9|ICD10CM|PT|B74.9|Filariasis, unspecified|4|N|256|Q815753|D005368|||B74|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis, no especificada|
568827|C0016085|ENG|S|L0041839|VCW|S0646658|N|A17799145|||B74.9|ICD10CM|PT|B74.9|Filariasis, unspecified|4|N|256|Q815753|D005368|||B74.0|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis, no especificada|
568828|C0016085|ENG|S|L0041839|VCW|S0646658|N|A17799145|||B74.9|ICD10CM|PT|B74.9|Filariasis, unspecified|4|N|256|Q815753|D005368|||B74.1|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis, no especificada|
568829|C0016085|ENG|S|L0041839|VCW|S0646658|N|A17799145|||B74.9|ICD10CM|PT|B74.9|Filariasis, unspecified|4|N|256|Q815753|D005368|||B74.3|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis, no especificada|
568830|C0016085|ENG|S|L0041839|VCW|S0646658|N|A17799145|||B74.9|ICD10CM|PT|B74.9|Filariasis, unspecified|4|N|256|Q815753|D005368|||B74.4|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis, no especificada|
568831|C0016085|ENG|S|L0041839|VCW|S0646658|N|A17799145|||B74.9|ICD10CM|PT|B74.9|Filariasis, unspecified|4|N|256|Q815753|D005368|||B74.8|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis, no especificada|
568832|C0016085|ENG|S|L0041839|VCW|S0646658|N|A17799145|||B74.9|ICD10CM|PT|B74.9|Filariasis, unspecified|4|N|256|Q815753|D005368|||B74.9|||14391437-n|14368032-n|filariasis%1:26:00::|||Filariasis, no especificada|
572996|C0016204|ENG|P|L0016204|PF|S0041836|N|A17828941|||R14.3|ICD10CM|PT|R14.3|Flatulence|4|N|256|Q160184|D005414||||||14059177-n|14035695-n|flatulency%1:26:00:: gas%1:26:01:: flatulence%1:26:00::|||Flatulencia|
577694|C0016382|ENG|P|L0016382|PF|S0042167|N|A17816164|||R23.2|ICD10CM|PT|R23.2|Flushing|4|N|256|Q3443277|D005483||||||00119088-n|00118268-n|blush%1:04:00:: flush%1:04:00::|||Rubor|
577695|C0016382|ENG|P|L0016382|PF|S0042167|N|A17816164|||R23.2|ICD10CM|PT|R23.2|Flushing|4|N|256|Q3443277|D005483||||||14074353-n|14050871-n|flush%1:26:00:: bloom%1:26:00:: blush%1:26:00:: rosiness%1:26:00::|||Rubor|
577696|C0016382|ENG|P|L0016382|PF|S0042167|N|A17816164|||R23.2|ICD10CM|PT|R23.2|Flushing|4|N|256|Q3443277|D005483||||||14359944-n|14336539-n|redness%1:26:00:: rubor%1:26:00:: inflammation%1:26:00::|||Rubor|
583267|C0016517|ENG|S|L9594889|PF|S12053184|Y|A18921427|||Y93.61|ICD10CM|ET|Y93.61|Activity, football NOS|4|N|256|Q1081491|||||||00469555-n|00467564-n 00468480-n|collectivised%5:00:00:collective:00 collectivized%5:00:00:collective:00 football%1:04:00:: football_game%1:04:00::|||Fútbol americano|
