|CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|WIKIDATA|MESH_WIKI|SNOMED_CT_WIKI|ICD10_WIKI|ICD10CM_WIKI|ICD10PCS_WIKI|NCBI_WIKI|WN31|WN30|WN_SENSE|SNOMEDCT2ICD10|ICD10ENG|ICD10CM_SPA|ICD10OCS_SPA
1016622|C0027030|ENG|S|L0393237|VO|S11696803|Y|A17850335|||B87|ICD10CM|ET|B87|infestation by larva of flies|4|N|256|Q304601|D009198|||B87.0|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis|
1016623|C0027030|ENG|S|L0393237|VO|S11696803|Y|A17850335|||B87|ICD10CM|ET|B87|infestation by larva of flies|4|N|256|Q304601|D009198|||B87|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis|
1016624|C0027030|ENG|S|L0393237|VO|S11696803|Y|A17850335|||B87|ICD10CM|ET|B87|infestation by larva of flies|4|N|256|Q304601|D009198|||B87.4|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis|
1016625|C0027030|ENG|S|L0393237|VO|S11696803|Y|A17850335|||B87|ICD10CM|ET|B87|infestation by larva of flies|4|N|256|Q304601|D009198|||B87.1|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis|
1016626|C0027030|ENG|S|L0393237|VO|S11696803|Y|A17850335|||B87|ICD10CM|ET|B87|infestation by larva of flies|4|N|256|Q304601|D009198|||B87.2|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis|
1016627|C0027030|ENG|S|L0393237|VO|S11696803|Y|A17850335|||B87|ICD10CM|ET|B87|infestation by larva of flies|4|N|256|Q304601|D009198|||B87.3|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis|
1016628|C0027030|ENG|S|L0393237|VO|S11696803|Y|A17850335|||B87|ICD10CM|ET|B87|infestation by larva of flies|4|N|256|Q304601|D009198|||B87.8|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis|
1016629|C0027030|ENG|S|L0393237|VO|S11696803|Y|A17850335|||B87|ICD10CM|ET|B87|infestation by larva of flies|4|N|256|Q304601|D009198|||B87.9|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis|
1016670|C0027030|ENG|S|L0597538|PF|S0692082|N|A17837576|||B87.9|ICD10CM|PT|B87.9|Myiasis, unspecified|4|N|256|Q304601|D009198|||B87.0|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis, no especificada|
1016671|C0027030|ENG|S|L0597538|PF|S0692082|N|A17837576|||B87.9|ICD10CM|PT|B87.9|Myiasis, unspecified|4|N|256|Q304601|D009198|||B87|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis, no especificada|
1016672|C0027030|ENG|S|L0597538|PF|S0692082|N|A17837576|||B87.9|ICD10CM|PT|B87.9|Myiasis, unspecified|4|N|256|Q304601|D009198|||B87.4|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis, no especificada|
1016673|C0027030|ENG|S|L0597538|PF|S0692082|N|A17837576|||B87.9|ICD10CM|PT|B87.9|Myiasis, unspecified|4|N|256|Q304601|D009198|||B87.1|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis, no especificada|
1016674|C0027030|ENG|S|L0597538|PF|S0692082|N|A17837576|||B87.9|ICD10CM|PT|B87.9|Myiasis, unspecified|4|N|256|Q304601|D009198|||B87.2|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis, no especificada|
1016675|C0027030|ENG|S|L0597538|PF|S0692082|N|A17837576|||B87.9|ICD10CM|PT|B87.9|Myiasis, unspecified|4|N|256|Q304601|D009198|||B87.3|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis, no especificada|
1016676|C0027030|ENG|S|L0597538|PF|S0692082|N|A17837576|||B87.9|ICD10CM|PT|B87.9|Myiasis, unspecified|4|N|256|Q304601|D009198|||B87.8|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis, no especificada|
1016677|C0027030|ENG|S|L0597538|PF|S0692082|N|A17837576|||B87.9|ICD10CM|PT|B87.9|Myiasis, unspecified|4|N|256|Q304601|D009198|||B87.9|||14477306-n|14453840-n|myiasis%1:26:00::|||Miasis, no especificada|
1018076|C0027051|ENG|S|L0379717|VC|S11696556|N|A17864430|||I21|ICD10CM|ET|I21|cardiac infarction|4|N|256|Q12152|D009203||I21|I21|||14126313-n|14102831-n|coronary_thrombosis%1:26:00:: coronary%1:26:00::|||Infarto agudo de miocardio|
1018077|C0027051|ENG|S|L0379717|VC|S11696556|N|A17864430|||I21|ICD10CM|ET|I21|cardiac infarction|4|N|256|Q12152|D009203||I21|I22|||14126313-n|14102831-n|coronary_thrombosis%1:26:00:: coronary%1:26:00::|||Infarto agudo de miocardio|
1018080|C0027051|ENG|S|L0379717|VC|S11696556|Y|A17787834|||I22|ICD10CM|ET|I22|cardiac infarction|4|N|256|Q12152|D009203||I21|I21|||14126313-n|14102831-n|coronary_thrombosis%1:26:00:: coronary%1:26:00::|||Infarto agudo de miocardio subsiguiente con elevación de ST (IAMCEST) (IMEST) (STEMI) y sin elevación de ST (IAMSEST) (IMNEST) (NSTEMI) |
1018081|C0027051|ENG|S|L0379717|VC|S11696556|Y|A17787834|||I22|ICD10CM|ET|I22|cardiac infarction|4|N|256|Q12152|D009203||I21|I22|||14126313-n|14102831-n|coronary_thrombosis%1:26:00:: coronary%1:26:00::|||Infarto agudo de miocardio subsiguiente con elevación de ST (IAMCEST) (IMEST) (STEMI) y sin elevación de ST (IAMSEST) (IMNEST) (NSTEMI) |
1019592|C0027080|ENG|P|L0027080|PF|S0064687|N|A17829022|||R82.1|ICD10CM|PT|R82.1|Myoglobinuria|4|N|256|Q1956682|D009212|48165008|R82.1|R82.1|||14530652-n|14507050-n|myoglobinuria%1:26:00::|||Mioglobinuria|
1019955|C0027092|ENG|P|L0027092|PF|S0064706|N|A17838884|||H52.1|ICD10CM|HT|H52.1|Myopia|4|N|256|Q168403|D009216|||H52.1|||14576882-n|14553290-n|nearsightedness%1:26:00:: shortsightedness%1:26:00:: myopia%1:26:00::|||Miopía|
1020785|C0027121|ENG|P|L0027121|PF|S0064746|N|A17814763|||M60|ICD10CM|HT|M60|Myositis|4|N|256|Q1433212|D009220|||M60|||14373697-n|14350292-n|myositis%1:26:00::|||Miositis|
1020786|C0027121|ENG|P|L0027121|PF|S0064746|N|A17814763|||M60|ICD10CM|HT|M60|Myositis|4|N|256|Q1433212|D009220|||G72.49|||14373697-n|14350292-n|myositis%1:26:00::|||Miositis|
1020787|C0027121|ENG|P|L0027121|PF|S0064746|N|A17814763|||M60|ICD10CM|HT|M60|Myositis|4|N|256|Q1433212|D009220|||M60.9|||14373697-n|14350292-n|myositis%1:26:00::|||Miositis|
1020857|C0027121|ENG|S|L0873092|PF|S0950935|N|A17852910|||M60.9|ICD10CM|PT|M60.9|Myositis, unspecified|4|N|256|Q1433212|D009220|||M60|||14373697-n|14350292-n|myositis%1:26:00::|||Miositis, no especificada|
1020858|C0027121|ENG|S|L0873092|PF|S0950935|N|A17852910|||M60.9|ICD10CM|PT|M60.9|Myositis, unspecified|4|N|256|Q1433212|D009220|||G72.49|||14373697-n|14350292-n|myositis%1:26:00::|||Miositis, no especificada|
1020859|C0027121|ENG|S|L0873092|PF|S0950935|N|A17852910|||M60.9|ICD10CM|PT|M60.9|Myositis, unspecified|4|N|256|Q1433212|D009220|||M60.9|||14373697-n|14350292-n|myositis%1:26:00::|||Miositis, no especificada|
1020944|C0027121|ENG|S|L1411110|VO|S11074523|Y|A17851184|||G72.49|ICD10CM|ET|G72.49|Inflammatory myopathy NOS|4|N|256|Q1433212|D009220|||M60|||14373697-n|14350292-n|myositis%1:26:00::|||Miopatía inflamatoria NEOM|
1020945|C0027121|ENG|S|L1411110|VO|S11074523|Y|A17851184|||G72.49|ICD10CM|ET|G72.49|Inflammatory myopathy NOS|4|N|256|Q1433212|D009220|||G72.49|||14373697-n|14350292-n|myositis%1:26:00::|||Miopatía inflamatoria NEOM|
1020946|C0027121|ENG|S|L1411110|VO|S11074523|Y|A17851184|||G72.49|ICD10CM|ET|G72.49|Inflammatory myopathy NOS|4|N|256|Q1433212|D009220|||M60.9|||14373697-n|14350292-n|myositis%1:26:00::|||Miopatía inflamatoria NEOM|
1022639|C0027145|ENG|P|L0027145|VO|S11649756|Y|A17812440|||E03.9|ICD10CM|ET|E03.9|Myxedema NOS|4|N|256|Q966229|D009230|||E03.9|||14144982-n|14121500-n|myxedema%1:26:00:: myxoedema%1:26:00::|||Hipotiroidismo, no especificado|
1027152|C0027404|ENG|P|L0027404|PF|S0065175|N|A17863822|||G47.41|ICD10CM|HT|G47.41|Narcolepsy|4|N|256|Q189561|D009290||G47.41||||14330895-n|14307468-n|narcolepsy%1:26:00::|||Narcolepsia|
1027153|C0027404|ENG|P|L0027404|PF|S0065175|N|A17863822|||G47.41|ICD10CM|HT|G47.41|Narcolepsy|4|N|256|Q189561|D009290||G47.419||||14330895-n|14307468-n|narcolepsy%1:26:00::|||Narcolepsia|
1027218|C0027404|ENG|P|L0027404|VO|S5925951|Y|A17812861|||G47.419|ICD10CM|ET|G47.419|Narcolepsy NOS|4|N|256|Q189561|D009290||G47.41||||14330895-n|14307468-n|narcolepsy%1:26:00::|||Narcolepsia sin cataplejia|
1027219|C0027404|ENG|P|L0027404|VO|S5925951|Y|A17812861|||G47.419|ICD10CM|ET|G47.419|Narcolepsy NOS|4|N|256|Q189561|D009290||G47.419||||14330895-n|14307468-n|narcolepsy%1:26:00::|||Narcolepsia sin cataplejia|
1031574|C0027497|ENG|P|L0027497|PF|S0065335|N|A17816150|||R11.0|ICD10CM|PT|R11.0|Nausea|4|N|256|Q186889|D009325||||||14383357-n|14359952-n|sickness%1:26:01:: nausea%1:26:00::|||Náuseas|
1031638|C0027497|ENG|P|L0027497|VO|S0694494|Y|A17803277|||R11.0|ICD10CM|ET|R11.0|Nausea NOS|4|N|256|Q186889|D009325||||||14383357-n|14359952-n|sickness%1:26:01:: nausea%1:26:00::|||Náuseas|
1036536|C0027651|ENG|P|L0027651|VO|S11696950|Y|A17812364|||D49|ICD10CM|ET|D49|neoplasm NOS|4|N|256|Q1216998|D009369||C00||||13542052-n|13520849-n|neoplasia%1:22:00::|||Neoplasias de comportamiento no especificado|
1036537|C0027651|ENG|P|L0027651|VO|S11696950|Y|A17812364|||D49|ICD10CM|ET|D49|neoplasm NOS|4|N|256|Q1216998|D009369||D48||||13542052-n|13520849-n|neoplasia%1:22:00::|||Neoplasias de comportamiento no especificado|
1036606|C0027651|ENG|S|L0041381|VO|S11697221|Y|A17773961|||D49|ICD10CM|ET|D49|tumor NOS|4|N|256|Q1216998|D009369||C00||||13542052-n|13520849-n|neoplasia%1:22:00::|||Neoplasias de comportamiento no especificado|
1036607|C0027651|ENG|S|L0041381|VO|S11697221|Y|A17773961|||D49|ICD10CM|ET|D49|tumor NOS|4|N|256|Q1216998|D009369||D48||||13542052-n|13520849-n|neoplasia%1:22:00::|||Neoplasias de comportamiento no especificado|
1036620|C0027651|ENG|S|L0580792|PF|S11696955|Y|A17825259|||D49|ICD10CM|ET|D49|new growth NOS|4|N|256|Q1216998|D009369||C00||||13542052-n|13520849-n|neoplasia%1:22:00::|||Neoplasias de comportamiento no especificado|
1036621|C0027651|ENG|S|L0580792|PF|S11696955|Y|A17825259|||D49|ICD10CM|ET|D49|new growth NOS|4|N|256|Q1216998|D009369||D48||||13542052-n|13520849-n|neoplasia%1:22:00::|||Neoplasias de comportamiento no especificado|
1039240|C0027697|ENG|P|L0027697|PF|S0065963|N|A18919131|||N08|ICD10CM|ET|N08|Nephritis|4|N|256|Q401402|D009393|52845002||N08|||14137280-n|14113798-n|nephritis%1:26:00:: bright's_disease%1:26:00::|||Trastornos glomerulares en enfermedades clasificadas bajo otro concepto|
1039241|C0027697|ENG|P|L0027697|PF|S0065963|N|A18919131|||N08|ICD10CM|ET|N08|Nephritis|4|N|256|Q401402|D009393|52845002||N05|||14137280-n|14113798-n|nephritis%1:26:00:: bright's_disease%1:26:00::|||Trastornos glomerulares en enfermedades clasificadas bajo otro concepto|
1039282|C0027697|ENG|P|L0027697|VO|S11696951|Y|A17866312|||N05|ICD10CM|ET|N05|nephritis NOS|4|N|256|Q401402|D009393|52845002||N08|||14137280-n|14113798-n|nephritis%1:26:00:: bright's_disease%1:26:00::|||Síndrome nefrítico no especificado|
1039283|C0027697|ENG|P|L0027697|VO|S11696951|Y|A17866312|||N05|ICD10CM|ET|N05|nephritis NOS|4|N|256|Q401402|D009393|52845002||N05|||14137280-n|14113798-n|nephritis%1:26:00:: bright's_disease%1:26:00::|||Síndrome nefrítico no especificado|
1042727|C0027765|ENG|P|L0297185|VO|S11696953|Y|A17863888|||G98|ICD10CM|ET|G98|nervous system disorder NOS|4|N||Q3339235|D009422|||G98|||14108362-n|14084880-n|neurological_disorder%1:26:00:: nervous_disorder%1:26:00:: neurological_disease%1:26:00::|||Otros trastornos del sistema nervioso no clasificados bajo otro concepto|
1042728|C0027765|ENG|P|L0297185|VO|S11696953|Y|A17863888|||G98|ICD10CM|ET|G98|nervous system disorder NOS|4|N||Q3339235|D009422|||G00-G99|||14108362-n|14084880-n|neurological_disorder%1:26:00:: nervous_disorder%1:26:00:: neurological_disease%1:26:00::|||Otros trastornos del sistema nervioso no clasificados bajo otro concepto|
1042729|C0027765|ENG|P|L0297185|VO|S11696953|Y|A17863888|||G98|ICD10CM|ET|G98|nervous system disorder NOS|4|N||Q3339235|D009422|||G00.G99|||14108362-n|14084880-n|neurological_disorder%1:26:00:: nervous_disorder%1:26:00:: neurological_disease%1:26:00::|||Otros trastornos del sistema nervioso no clasificados bajo otro concepto|
1042730|C0027765|ENG|P|L0297185|VO|S11696953|Y|A17863888|||G98|ICD10CM|ET|G98|nervous system disorder NOS|4|N||Q3339235|D009422|||G98.8|||14108362-n|14084880-n|neurological_disorder%1:26:00:: nervous_disorder%1:26:00:: neurological_disease%1:26:00::|||Otros trastornos del sistema nervioso no clasificados bajo otro concepto|
1042743|C0027765|ENG|P|L0297185|VO|S1635976|N|A17774487|||G98.8|ICD10CM|ET|G98.8|Nervous system disorder NOS|4|N|256|Q3339235|D009422|||G98|||14108362-n|14084880-n|neurological_disorder%1:26:00:: nervous_disorder%1:26:00:: neurological_disease%1:26:00::|||Otros trastornos del sistema nervioso|
1042744|C0027765|ENG|P|L0297185|VO|S1635976|N|A17774487|||G98.8|ICD10CM|ET|G98.8|Nervous system disorder NOS|4|N|256|Q3339235|D009422|||G00-G99|||14108362-n|14084880-n|neurological_disorder%1:26:00:: nervous_disorder%1:26:00:: neurological_disease%1:26:00::|||Otros trastornos del sistema nervioso|
1042745|C0027765|ENG|P|L0297185|VO|S1635976|N|A17774487|||G98.8|ICD10CM|ET|G98.8|Nervous system disorder NOS|4|N|256|Q3339235|D009422|||G00.G99|||14108362-n|14084880-n|neurological_disorder%1:26:00:: nervous_disorder%1:26:00:: neurological_disease%1:26:00::|||Otros trastornos del sistema nervioso|
1042746|C0027765|ENG|P|L0297185|VO|S1635976|N|A17774487|||G98.8|ICD10CM|ET|G98.8|Nervous system disorder NOS|4|N|256|Q3339235|D009422|||G98.8|||14108362-n|14084880-n|neurological_disorder%1:26:00:: nervous_disorder%1:26:00:: neurological_disease%1:26:00::|||Otros trastornos del sistema nervioso|
1047865|C0027831|ENG|S|L0042968|VC|S0756482|N|A18916612|||Q85.01|ICD10CM|ET|Q85.01|Von Recklinghausen disease|4|N|256|Q847605|D017253|||Q85.00|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 1|
1047866|C0027831|ENG|S|L0042968|VC|S0756482|N|A18916612|||Q85.01|ICD10CM|ET|Q85.01|Von Recklinghausen disease|4|N|256|Q847605|D017253|||Q85.01|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 1|
1047867|C0027831|ENG|S|L0042968|VC|S0756482|N|A18916612|||Q85.01|ICD10CM|ET|Q85.01|Von Recklinghausen disease|4|N|256|Q847605|D017253|||Q85.02|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 1|
1048041|C0027831|ENG|S|L0457126|VC|S1439056|Y|A18919273|||Q85.01|ICD10CM|PT|Q85.01|Neurofibromatosis, type 1|4|N|256|Q847605|D017253|||Q85.00|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 1|
1048042|C0027831|ENG|S|L0457126|VC|S1439056|Y|A18919273|||Q85.01|ICD10CM|PT|Q85.01|Neurofibromatosis, type 1|4|N|256|Q847605|D017253|||Q85.01|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 1|
1048043|C0027831|ENG|S|L0457126|VC|S1439056|Y|A18919273|||Q85.01|ICD10CM|PT|Q85.01|Neurofibromatosis, type 1|4|N|256|Q847605|D017253|||Q85.02|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 1|
1049050|C0027832|ENG|S|L0467862|VC|S0695751|Y|A18916613|||Q85.02|ICD10CM|PT|Q85.02|Neurofibromatosis, type 2|4|N|256|Q847605|D017253|||Q85.00|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 2|
1049051|C0027832|ENG|S|L0467862|VC|S0695751|Y|A18916613|||Q85.02|ICD10CM|PT|Q85.02|Neurofibromatosis, type 2|4|N|256|Q847605|D017253|||Q85.01|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 2|
1049052|C0027832|ENG|S|L0467862|VC|S0695751|Y|A18916613|||Q85.02|ICD10CM|PT|Q85.02|Neurofibromatosis, type 2|4|N|256|Q847605|D017253|||Q85.02|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 2|
1049195|C0027832|ENG|S|L1703455|VC|S1921146|Y|A18913996|||Q85.02|ICD10CM|ET|Q85.02|Acoustic neurofibromatosis|4|N|256|Q847605|D017253|||Q85.00|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 2|
1049196|C0027832|ENG|S|L1703455|VC|S1921146|Y|A18913996|||Q85.02|ICD10CM|ET|Q85.02|Acoustic neurofibromatosis|4|N|256|Q847605|D017253|||Q85.01|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 2|
1049197|C0027832|ENG|S|L1703455|VC|S1921146|Y|A18913996|||Q85.02|ICD10CM|ET|Q85.02|Acoustic neurofibromatosis|4|N|256|Q847605|D017253|||Q85.02|||14181661-n|14158179-n|von_recklinghausen's_disease%1:26:00:: neurofibromatosis%1:26:00::|||Neurofibromatosis, tipo 2|
1054044|C0027947|ENG|P|L0027947|PF|S0066573|N|A17863366|||D70|ICD10CM|HT|D70|Neutropenia|4|N|256|Q1435822|D009503|||D70|||14220025-n|14196543-n|neutropenia%1:26:00::|||Neutropenia|
1054045|C0027947|ENG|P|L0027947|PF|S0066573|N|A17863366|||D70|ICD10CM|HT|D70|Neutropenia|4|N|256|Q1435822|D009503|||D70.9|||14220025-n|14196543-n|neutropenia%1:26:00::|||Neutropenia|
1054090|C0027947|ENG|S|L6083873|PF|S6982579|Y|A17863370|||D70.9|ICD10CM|PT|D70.9|Neutropenia, unspecified|4|N|256|Q1435822|D009503|||D70|||14220025-n|14196543-n|neutropenia%1:26:00::|||Neutropenia, no especificada|
1054091|C0027947|ENG|S|L6083873|PF|S6982579|Y|A17863370|||D70.9|ICD10CM|PT|D70.9|Neutropenia, unspecified|4|N|256|Q1435822|D009503|||D70.9|||14220025-n|14196543-n|neutropenia%1:26:00::|||Neutropenia, no especificada|
1057871|C0028077|ENG|S|L0028077|VC|S0390694|N|A17813314|||H53.6|ICD10CM|HT|H53.6|Night blindness|4|N|256|Q7758678|D009755|75390007|H53.6|H53.6|||14578445-n|14554853-n|nyctalopia%1:26:00:: moon_blindness%1:26:01:: night_blindness%1:26:00::|||Ceguera nocturna|
1057872|C0028077|ENG|S|L0028077|VC|S0390694|N|A17813314|||H53.6|ICD10CM|HT|H53.6|Night blindness|4|N|256|Q7758678|D009755|75390007|H53.6|H53.60|||14578445-n|14554853-n|nyctalopia%1:26:00:: moon_blindness%1:26:01:: night_blindness%1:26:00::|||Ceguera nocturna|
1057953|C0028077|ENG|S|L0527962|VCW|S0752809|Y|A17826169|||H53.60|ICD10CM|PT|H53.60|Unspecified night blindness|4|N|256|Q7758678|D009755|75390007|H53.6|H53.6|||14578445-n|14554853-n|nyctalopia%1:26:00:: moon_blindness%1:26:01:: night_blindness%1:26:00::|||Ceguera nocturna no especificada|
1057954|C0028077|ENG|S|L0527962|VCW|S0752809|Y|A17826169|||H53.60|ICD10CM|PT|H53.60|Unspecified night blindness|4|N|256|Q7758678|D009755|75390007|H53.6|H53.60|||14578445-n|14554853-n|nyctalopia%1:26:00:: moon_blindness%1:26:01:: night_blindness%1:26:00::|||Ceguera nocturna no especificada|
1062585|C0028271|ENG|P|L0028271|PF|S0067045|N|A17824811|||A69.0|ICD10CM|ET|A69.0|Noma|4|N|256|Q994794|D009625|||A69.0|||14236526-n|14213044-n|noma%1:26:00::|||Estomatitis ulcerativa necrotizante|
1062603|C0028271|ENG|S|L0006832|VC|S0003144|N|A17862802|||A69.0|ICD10CM|ET|A69.0|Cancrum oris|4|N|256|Q994794|D009625|||A69.0|||14236526-n|14213044-n|noma%1:26:00::|||Estomatitis ulcerativa necrotizante|
1070424|C0028754|ENG|P|L0028754|VO|S1930926|Y|A17786922|||E66.9|ICD10CM|ET|E66.9|Obesity NOS|4|N|256|Q12174|D009765|||E66.9|||05007507-n|05000342-n|corpulency%1:07:00:: obesity%1:07:00:: fleshiness%1:07:00::|||Obesidad, no especificada|
1070434|C0028754|ENG|S|L0599282|PF|S0699154|N|A17850857|||E66.9|ICD10CM|PT|E66.9|Obesity, unspecified|4|N|256|Q12174|D009765|||E66.9|||05007507-n|05000342-n|corpulency%1:07:00:: obesity%1:07:00:: fleshiness%1:07:00::|||Obesidad, no especificada|
1073457|C0028817|ENG|P|L0028817|PF|S0068273|N|A17812524|||E70.29|ICD10CM|ET|E70.29|Ochronosis|4|N|256|Q1507609|D009794|||E70.29|||14291941-n|14268439-n|ochronosis%1:26:00::|||Otros trastornos del metabolismo de la tirosina|
1079611|C0029001|ENG|P|L0029001|PF|S0068677|N|A17812009|||B73|ICD10CM|HT|B73|Onchocerciasis|4|N|256|Q1137321|D009855|||B73|||14477496-n|14454030-n|onchocerciasis%1:26:00:: river_blindness%1:26:00::|||Oncocercosis|
1079631|C0029001|ENG|S|L0313957|VC|S1348126|Y|A17773607|||B73|ICD10CM|ET|B73|onchocercosis|4|N|256|Q1137321|D009855|||B73|||14477496-n|14454030-n|onchocerciasis%1:26:00:: river_blindness%1:26:00::|||Oncocercosis|
1079634|C0029001|ENG|S|L0398194|VO|S11696976|Y|A17837566|||B73|ICD10CM|ET|B73|onchocerca volvulus infection|4|N|256|Q1137321|D009855|||B73|||14477496-n|14454030-n|onchocerciasis%1:26:00:: river_blindness%1:26:00::|||Oncocercosis|
1082801|C0029106|ENG|P|L0029106|PF|S0068925|N|A17824907|||B66.0|ICD10CM|PT|B66.0|Opisthorchiasis|4|N|256|Q1048084|D009889|||B66.0|||14477777-n|14454311-n|opisthorchiasis%1:26:00::|||Opistorquiasis|
1089871|C0029291|ENG|P|L0033853|PF|S0078211|N|A17799020|||A70|ICD10CM|ET|A70|Psittacosis|4|N|256|Q164727|D009956|||A70|||14173255-n|14149773-n|ornithosis%1:26:00:: psittacosis%1:26:01:: parrot_fever%1:26:00::|||Clamidia psittaci infecciones|
1089895|C0029291|ENG|S|L0029291|PF|S0069308|N|A17773503|||A70|ICD10CM|ET|A70|Ornithosis|4|N|256|Q164727|D009956|||A70|||14173255-n|14149773-n|ornithosis%1:26:00:: psittacosis%1:26:01:: parrot_fever%1:26:00::|||Clamidia psittaci infecciones|
1089913|C0029291|ENG|S|L0301504|PF|S0395199|N|A17773504|||A70|ICD10CM|ET|A70|Parrot fever|4|N|256|Q164727|D009956|||A70|||14173255-n|14149773-n|ornithosis%1:26:00:: psittacosis%1:26:01:: parrot_fever%1:26:00::|||Clamidia psittaci infecciones|
1093818|C0029408|ENG|S|L0029408|VO|S0702394|N|A17788741|||M19.90|ICD10CM|ET|M19.90|Osteoarthritis NOS|4|N|256|Q62736|D010003|227588009|M19||||14211720-n|14188238-n|degenerative_joint_disease%1:26:00:: osteoarthritis%1:26:00:: degenerative_arthritis%1:26:00::|||Artrosis no especificada, localización no especificada|
1093819|C0029408|ENG|S|L0029408|VO|S0702394|N|A17788741|||M19.90|ICD10CM|ET|M19.90|Osteoarthritis NOS|4|N|256|Q62736|D010003|227588009|M15||||14211720-n|14188238-n|degenerative_joint_disease%1:26:00:: osteoarthritis%1:26:00:: degenerative_arthritis%1:26:00::|||Artrosis no especificada, localización no especificada|
1093820|C0029408|ENG|S|L0029408|VO|S0702394|N|A17788741|||M19.90|ICD10CM|ET|M19.90|Osteoarthritis NOS|4|N|256|Q62736|D010003|227588009|M47||||14211720-n|14188238-n|degenerative_joint_disease%1:26:00:: osteoarthritis%1:26:00:: degenerative_arthritis%1:26:00::|||Artrosis no especificada, localización no especificada|
1094062|C0029408|ENG|S|L0877460|PF|S11657351|Y|A17814452|||M19.9|ICD10CM|HT|M19.9|Osteoarthritis, unspecified site|4|N|256|Q62736|D010003|227588009|M19||||14211720-n|14188238-n|degenerative_joint_disease%1:26:00:: osteoarthritis%1:26:00:: degenerative_arthritis%1:26:00::|||Artrosis, localización no especificada|
1094063|C0029408|ENG|S|L0877460|PF|S11657351|Y|A17814452|||M19.9|ICD10CM|HT|M19.9|Osteoarthritis, unspecified site|4|N|256|Q62736|D010003|227588009|M15||||14211720-n|14188238-n|degenerative_joint_disease%1:26:00:: osteoarthritis%1:26:00:: degenerative_arthritis%1:26:00::|||Artrosis, localización no especificada|
1094064|C0029408|ENG|S|L0877460|PF|S11657351|Y|A17814452|||M19.9|ICD10CM|HT|M19.9|Osteoarthritis, unspecified site|4|N|256|Q62736|D010003|227588009|M47||||14211720-n|14188238-n|degenerative_joint_disease%1:26:00:: osteoarthritis%1:26:00:: degenerative_arthritis%1:26:00::|||Artrosis, localización no especificada|
1094146|C0029408|ENG|S|L9596800|PF|S12055740|Y|A18916407|||M15-M19|ICD10CM|HT|M15-M19|Osteoarthritis (M15-M19)|4|N||Q62736|D010003|227588009|M19||||14211720-n|14188238-n|degenerative_joint_disease%1:26:00:: osteoarthritis%1:26:00:: degenerative_arthritis%1:26:00::|||ARTROSIS (M15-M19)|
1094147|C0029408|ENG|S|L9596800|PF|S12055740|Y|A18916407|||M15-M19|ICD10CM|HT|M15-M19|Osteoarthritis (M15-M19)|4|N||Q62736|D010003|227588009|M15||||14211720-n|14188238-n|degenerative_joint_disease%1:26:00:: osteoarthritis%1:26:00:: degenerative_arthritis%1:26:00::|||ARTROSIS (M15-M19)|
