item	itemLabel	wordnet_id	MESH	CUI	ICD-10	SNOMED-CT	wordnet30_id	sense
http://www.wikidata.org/entity/Q1315101	Galveston Island	09167342-n					09144605-n	galveston_island%1:15:00::
http://www.wikidata.org/entity/Q1318753	bubblegum	07615856-n					07600285-n	bubble_gum%1:13:00::
http://www.wikidata.org/entity/Q1319005	speaking tube	04277875-n					04270765-n	speaking_tube%1:06:00::
http://www.wikidata.org/entity/Q1321905	reinforcement	05836876-n	D012054				05828552-n	reinforcer%1:09:00:: reinforcing_stimulus%1:09:00:: reinforcement%1:09:00::
http://www.wikidata.org/entity/Q1324243	sailor suit	04136849-n					04129766-n	sailor_suit%1:06:00::
http://www.wikidata.org/entity/Q1326886	electrical engineer	10068825-n					10049017-n	electrical_engineer%1:18:00::
http://www.wikidata.org/entity/Q1326914	quarter tone	06872359-n					06859309-n	quarter-tone%1:10:00:: quarter_tone%1:10:00::
http://www.wikidata.org/entity/Q1329104	prince consort	10493147-n					10473562-n	prince_consort%1:18:00::
http://www.wikidata.org/entity/Q1339677	scout	10582396-n					10562968-n	scout%1:18:02:: talent_scout%1:18:00::
http://www.wikidata.org/entity/Q1341006	extracurricular activity	00887950-n					00886272-n	extracurricular_activity%1:04:00::
http://www.wikidata.org/entity/Q1349305	Earthling	10718758-n					10699262-n	worldling%1:18:01:: tellurian%1:18:00:: earthling%1:18:00:: earthman%1:18:00::
http://www.wikidata.org/entity/Q1349419	Morrison Waite	11390309-n					11370314-n	morrison_waite%1:18:00:: morrison_remick_waite%1:18:00:: waite%1:18:00:: morrison_r._waite%1:18:00::
http://www.wikidata.org/entity/Q1350298	Formica sanguinea	02224687-n					02222035-n	formica_sanguinea%1:05:00:: sanguinary_ant%1:05:00::
http://www.wikidata.org/entity/Q1357381	logic bomb	06597379-n					06585203-n	logic_bomb%1:10:00:: slag_code%1:10:00::
http://www.wikidata.org/entity/Q1359069	contingency	07305484-n					07290761-n	contingency%1:11:00:: eventuality%1:11:00:: contingence%1:11:00::
http://www.wikidata.org/entity/Q1361229	conquest	00161352-n					00160532-n	seduction%1:04:01:: conquest%1:04:02::
http://www.wikidata.org/entity/Q1362895	cycle rickshaw	03910552-n					03904433-n	pedicab%1:06:00:: cycle_rickshaw%1:06:00::
http://www.wikidata.org/entity/Q214183	secret police	08228505-n					08211584-n	secret_police%1:14:00::
http://www.wikidata.org/entity/Q214648	Samson	11299638-n					11279648-n	samson%1:18:00::
http://www.wikidata.org/entity/Q215144	bard	09858410-n					09839022-n	bard%1:18:00::
http://www.wikidata.org/entity/Q215259	thermionic emission	13588131-n					13566928-n	thermionic_emission%1:22:00:: thermal_emission%1:22:00::
http://www.wikidata.org/entity/Q215556	Paul Dukas	10964585-n					10944593-n	dukas%1:18:00:: paul_dukas%1:18:00::
http://www.wikidata.org/entity/Q215868	Alice Walker	11391120-n					11371125-n	alice_malsenior_walker%1:18:00:: walker%1:18:01:: alice_walker%1:18:00::
http://www.wikidata.org/entity/Q215957	Leonard Bloomfield	10873363-n					10853767-n	leonard_bloomfield%1:18:00:: bloomfield%1:18:00::
http://www.wikidata.org/entity/Q216195	Tom Wolfe	11414652-n					11394657-n	wolfe%1:18:01:: thomas_wolfe%1:18:01:: tom_wolfe%1:18:00:: thomas_kennerly_wolfe_jr.%1:18:00::
http://www.wikidata.org/entity/Q216551	Actium	08804013-n					08786161-n	actium%1:15:00::
http://www.wikidata.org/entity/Q216828	cohesion	11456699-n					11436585-n	cohesion%1:19:00::
http://www.wikidata.org/entity/Q217557	Joyce Carol Oates	11230953-n					11210963-n	joyce_carol_oates%1:18:00:: oates%1:18:00::
http://www.wikidata.org/entity/Q219223	lactose intolerance	14530258-n	D007787	C0022951			14506656-n	lactase_deficiency%1:26:00:: lactose_intolerance%1:26:00:: milk_intolerance%1:26:00::
http://www.wikidata.org/entity/Q219223	lactose intolerance	14530258-n	D007787	C0268181			14506656-n	lactase_deficiency%1:26:00:: lactose_intolerance%1:26:00:: milk_intolerance%1:26:00::
http://www.wikidata.org/entity/Q219223	lactose intolerance	14530258-n	D007787	C1857231			14506656-n	lactase_deficiency%1:26:00:: lactose_intolerance%1:26:00:: milk_intolerance%1:26:00::
http://www.wikidata.org/entity/Q219656	Macon	09100067-n					09077556-n	macon%1:15:00::
http://www.wikidata.org/entity/Q219895	Matthew Flinders	10993331-n					10973339-n	matthew_flinders%1:18:00:: sir_matthew_flinders%1:18:00:: flinders%1:18:00::
http://www.wikidata.org/entity/Q220032	Golden Gate	09312819-n					09289913-n	golden_gate%1:17:00::
http://www.wikidata.org/entity/Q220193	premenstrual syndrome	14331738-n	D011293	C0376356			14308311-n	premenstrual_syndrome%1:26:00:: pms%1:26:00::
http://www.wikidata.org/entity/Q221076	Seiche	07360795-n					07346195-n	seiche%1:11:00::
http://www.wikidata.org/entity/Q221668	urinary tract infection	14589710-n	D014552	C0149523			14566129-n	urinary_tract_infection%1:26:00::
http://www.wikidata.org/entity/Q222999	Nag Hammadi library	08001247-n					07984805-n	nag_hammadi_library%1:14:00:: nag_hammadi%1:14:00::
http://www.wikidata.org/entity/Q223797	Alexander Selkirk	11311814-n					11291824-n	selkirk%1:18:00:: selcraig%1:18:00:: alexander_selcraig%1:18:00:: alexander_selkirk%1:18:00::
http://www.wikidata.org/entity/Q223907	tremor	14028622-n	D014202	C0040822	R25.1		14005137-n	tremor%1:26:00::
http://www.wikidata.org/entity/Q225957	dysarthria	14425419-n	D004401	C0013362	R47.1		14402015-n	dysarthria%1:26:00::
http://www.wikidata.org/entity/Q227694	Gregory XII	11034446-n					11014450-n	angelo_correr%1:18:00:: gregory%1:18:02:: gregory_xii%1:18:00::
http://www.wikidata.org/entity/Q229226	Elizabeth Cleghorn Gaskell	11011736-n					10991740-n	elizabeth_gaskell%1:18:00:: gaskell%1:18:00:: elizabeth_cleghorn_stevenson_gaskell%1:18:00::
http://www.wikidata.org/entity/Q231402	Jacques Monod	11205806-n					11185816-n	jacques_monod%1:18:00:: monod%1:18:00:: jacques_lucien_monod%1:18:00::
http://www.wikidata.org/entity/Q232615	Sardis	09065150-n					09042675-n	sardis%1:15:00::
http://www.wikidata.org/entity/Q233701	Lillian Hellman	11059184-n					11039188-n	lillian_hellman%1:18:00:: hellman%1:18:00::
http://www.wikidata.org/entity/Q233969	Le Duc Tho	11143429-n					11123439-n	le_duc_tho%1:18:00::
http://www.wikidata.org/entity/Q234335	Jane Jacobs	11097917-n					11077927-n	jacobs%1:18:01:: jane_jacobs%1:18:00::
http://www.wikidata.org/entity/Q234392	Ngaio Marsh	11178523-n					11158533-n	ngaio_marsh%1:18:00:: marsh%1:18:00::
http://www.wikidata.org/entity/Q235062	Galeras	09198219-n					09175322-n	galeras%1:15:00:: pasto%1:15:00::
http://www.wikidata.org/entity/Q235169	miso	07873146-n		C0453222			07857170-n	miso%1:13:00::
http://www.wikidata.org/entity/Q236713	Aberdeen	09162102-n					09139380-n	aberdeen%1:15:02::
http://www.wikidata.org/entity/Q236950	Erica Jong	11111074-n					11091084-n	jong%1:18:00:: erica_jong%1:18:00::
http://www.wikidata.org/entity/Q239718	muezzin	10356443-n					10336730-n	muazzin%1:18:00:: muezzin%1:18:00:: muadhdhin%1:18:00::
http://www.wikidata.org/entity/Q239870	Columbus	09099921-n					09077410-n	columbus%1:15:01::
http://www.wikidata.org/entity/Q240923	Souvlaki	07886045-n					07870069-n	souvlaki%1:13:00:: souvlakia%1:13:00::
http://www.wikidata.org/entity/Q241070	Galatea	09578039-n					09554910-n	galatea%1:18:00::
http://www.wikidata.org/entity/Q241299	Julia Ward Howe	11082644-n					11062649-n	julia_ward_howe%1:18:00:: howe%1:18:01::
http://www.wikidata.org/entity/Q242730	Mount Asama	08946454-n					08926681-n	mount_asama%1:15:00:: asama%1:15:00::
http://www.wikidata.org/entity/Q244361	Pygmy Marmoset	02493442-n					02490811-n	pygmy_marmoset%1:05:00:: cebuella_pygmaea%1:05:00::
http://www.wikidata.org/entity/Q244390	Ken Kesey	11122664-n					11102674-n	ken_kesey%1:18:00:: kesey%1:18:00:: ken_elton_kesey%1:18:00::
http://www.wikidata.org/entity/Q244392	leprechaun	09564545-n					09541434-n	leprechaun%1:18:00::
