item	itemLabel	wordnet_id	MESH	CUI	ICD-10	SNOMED-CT	wordnet30_id	sense
http://www.wikidata.org/entity/Q681991	braces	02890924-n					02887683-n	brace%1:06:06::
http://www.wikidata.org/entity/Q686648	brail	02892469-n					02889228-n	brail%1:06:00::
http://www.wikidata.org/entity/Q729496	bract	13175636-n					13154841-n	bract%1:20:00::
http://www.wikidata.org/entity/Q743263	brainwashing	00890638-n					00888960-n	brainwashing%1:04:00::
http://www.wikidata.org/entity/Q753705	bowline	02885147-n					02881906-n	bowline%1:06:00:: bowline_knot%1:06:00::
http://www.wikidata.org/entity/Q754230	breathalyzer	02898700-n		C0085924			02895438-n	breathalyzer%1:06:00:: breathalyser%1:06:00::
http://www.wikidata.org/entity/Q755011	Ostraciidae	02657055-n					02654425-n	trunkfish%1:05:00:: boxfish%1:05:00::
http://www.wikidata.org/entity/Q784148	braising	00326009-v					00325208-v	braise%2:30:00::
http://www.wikidata.org/entity/Q848840	brachiation	00284294-n					00283450-n	brachiation%1:04:00::
http://www.wikidata.org/entity/Q849294	bregma	05239099-n					05231769-n	bregma%1:08:00::
http://www.wikidata.org/entity/Q869095	brewing	00916971-n					00915140-n	brewing%1:04:00::
http://www.wikidata.org/entity/Q873625	Brazilians	09714290-n					09694894-n	brazilian%1:18:00::
http://www.wikidata.org/entity/Q877435	box office	02889123-n					02885882-n	ticket_booth%1:06:00:: ticket_office%1:06:00:: box_office%1:06:00::
http://www.wikidata.org/entity/Q890542	bow string	02886342-n					02883101-n	bowstring%1:06:00::
http://www.wikidata.org/entity/Q895453	bowling green	08533808-n					08516660-n	bowling_green%1:15:00::
http://www.wikidata.org/entity/Q896083	boysenberry	07761022-n					07745046-n	boysenberry%1:13:00::
http://www.wikidata.org/entity/Q896083	boysenberry	12675618-n					12654857-n	boysenberry%1:20:00:: boysenberry_bush%1:20:00::
http://www.wikidata.org/entity/Q898443	livestock branding	06808400-n					06795543-n	brand%1:10:02::
http://www.wikidata.org/entity/Q902167	Eubrachyura	01979509-n					01976868-n	brachyuran%1:05:00::
http://www.wikidata.org/entity/Q965050	Stitching awl	02892139-n					02888898-n	pricker%1:06:00:: bradawl%1:06:00::
http://www.wikidata.org/entity/Q965704	Boyhood	15172464-n					15147504-n	boyhood%1:28:00::
http://www.wikidata.org/entity/Q990862	breadbox	02896870-n					02893608-n	breadbasket%1:06:00::
http://www.wikidata.org/entity/Q1010066	Brae	09250962-n					09228055-n	brae%1:17:00::
http://www.wikidata.org/entity/Q1068543	chamber	02899143-n					02895881-n	breech%1:06:00:: rear_of_tube%1:06:00:: rear_of_barrel%1:06:00::
http://www.wikidata.org/entity/Q1135606	Black seabream	07793165-n					07777189-n	bream%1:13:01:: sea_bream%1:13:00::
http://www.wikidata.org/entity/Q1135606	Black seabream	02593332-n					02590702-n	bream%1:05:02:: sea_bream%1:05:00::
http://www.wikidata.org/entity/Q1162282	post-office box	08508420-n					08491410-n	box_number%1:15:01::
http://www.wikidata.org/entity/Q1162282	post-office box	08508541-n					08491531-n	post-office_box_number%1:15:00:: po_box_number%1:15:00:: box_number%1:15:00:: po_box_no%1:15:00::
http://www.wikidata.org/entity/Q1354895	bowing	07289130-n					07274425-n	obeisance%1:10:00:: bowing%1:10:00:: bow%1:10:01::
http://www.wikidata.org/entity/Q1359152	sea wall	02897867-n					02894605-n	seawall%1:06:00:: bulwark%1:06:00:: groyne%1:06:00:: jetty%1:06:00:: groin%1:06:00:: mole%1:06:00:: breakwater%1:06:00::
http://www.wikidata.org/entity/Q1367802	jeu provençal	02884787-n					02881546-n	bowl%1:06:04::
http://www.wikidata.org/entity/Q1534839	brake	02892666-n					02889425-n	brake%1:06:00::
http://www.wikidata.org/entity/Q1630343	Breeches buoy	02899977-n					02896694-n	breeches_buoy%1:06:00::
http://www.wikidata.org/entity/Q1933955	breechloader	02900139-n					02896856-n	breechloader%1:06:00::
http://www.wikidata.org/entity/Q2302770	breeches	02899704-n					02896442-n	knee_breeches%1:06:00:: knickerbockers%1:06:00:: breeches%1:06:00:: knee_pants%1:06:00:: knickers%1:06:01::
http://www.wikidata.org/entity/Q2662870	brace	02890148-n					02886907-n	brace%1:06:01:: bitstock%1:06:00::
http://www.wikidata.org/entity/Q2923673	branch	13184148-n					13163250-n	branch%1:20:00::
http://www.wikidata.org/entity/Q3082251	jetty	02897867-n					02894605-n	seawall%1:06:00:: bulwark%1:06:00:: groyne%1:06:00:: jetty%1:06:00:: groin%1:06:00:: mole%1:06:00:: breakwater%1:06:00::
http://www.wikidata.org/entity/Q3085185	contact breaker	03038229-n					03034244-n	breaker%1:06:00:: circuit_breaker%1:06:00::
http://www.wikidata.org/entity/Q3177899	bowling	00042478-n					00041740-n	bowling%1:04:01::
http://www.wikidata.org/entity/Q3177899	bowling	00105796-n					00104976-n	bowling%1:04:02::
http://www.wikidata.org/entity/Q3315904	white meat	07664017-n					07648408-n	breast%1:13:00:: white_meat%1:13:00::
http://www.wikidata.org/entity/Q3350003	branding iron	03590506-n					03585337-n	branding_iron%1:06:00:: iron%1:06:02::
http://www.wikidata.org/entity/Q3410261	Pteridium esculentum	13210958-n					13190060-n	bracken%1:20:02:: pteridium_esculentum%1:20:00::
http://www.wikidata.org/entity/Q4356218	box kite	02889026-n					02885785-n	box_kite%1:06:00::
http://www.wikidata.org/entity/Q4949377	bouffant	05264959-n					05257476-n	bouffant%1:08:00::
http://www.wikidata.org/entity/Q4979192	Bovinae	02404662-n					02402010-n	bovine%1:05:00::
http://www.wikidata.org/entity/Q5051620	catbird	01603298-n					01600657-n	catbird%1:05:02:: bowerbird%1:05:00::
http://www.wikidata.org/entity/Q6408486	shoemaking	09886475-n					09867069-n	boot_maker%1:18:00:: bootmaker%1:18:00::
http://www.wikidata.org/entity/Q6609574	steam boiler	02867090-n					02863750-n	boiler%1:06:00:: steam_boiler%1:06:00::
http://www.wikidata.org/entity/Q7361709	convenience store	02864626-n					02861286-n	bodega%1:06:00::
http://www.wikidata.org/entity/Q9505308	bonfire	07317953-n					07303335-n	bonfire%1:11:00:: balefire%1:11:00::
http://www.wikidata.org/entity/Q10641314	bradawl	02892139-n					02888898-n	pricker%1:06:00:: bradawl%1:06:00::
http://www.wikidata.org/entity/Q10729590	bitts	02867933-n					02864593-n	bollard%1:06:00:: bitt%1:06:00::
http://www.wikidata.org/entity/Q12183361	Upland and lowland	09250335-n					09227428-n	bottom%1:17:01:: bottomland%1:17:00::
http://www.wikidata.org/entity/Q13389141	brazing	01598618-v					01595697-v	braze%2:35:00::
http://www.wikidata.org/entity/Q15107531	bolt	02899336-n					02896074-n	breech_closer%1:06:00:: breechblock%1:06:00::
http://www.wikidata.org/entity/Q15320003	migrant worker	09891751-n					09872285-n	bracero%1:18:00::
http://www.wikidata.org/entity/Q33135384	bocce	00464058-n					00462997-n	bocci%1:04:00:: bocce%1:04:00:: boccie%1:04:00::
http://www.wikidata.org/entity/Q753	copper	14659900-n	D003300	C0009968			14635722-n	copper%1:27:00:: atomic_number_29%1:27:00:: cu%1:27:00::
http://www.wikidata.org/entity/Q5818	Córdoba	09048098-n					09025728-n	cordova%1:15:00:: cordoba%1:15:00::
http://www.wikidata.org/entity/Q7755	constitution	06545639-n					06533648-n	organic_law%1:10:00:: constitution%1:10:00:: fundamental_law%1:10:00::
http://www.wikidata.org/entity/Q8928	constellation	09275876-n					09252970-n	constellation%1:17:00::
http://www.wikidata.org/entity/Q11210	coordinate system	06020279-n					06010930-n	coordinate%1:09:00:: co-ordinate%1:09:00::
http://www.wikidata.org/entity/Q11575	maize	12164193-n	D003313				12143676-n	indian_corn%1:20:00:: zea_mays%1:20:00:: maize%1:20:00:: corn%1:20:00::
http://www.wikidata.org/entity/Q12537	corbel	03110118-n					03105467-n	truss%1:06:02:: corbel%1:06:00::
http://www.wikidata.org/entity/Q23797	contact lens	03098615-n	D003261				03094159-n	contact%1:06:01:: contact_lens%1:06:00::
http://www.wikidata.org/entity/Q25440	Great Cormorant	02056690-n					02054036-n	cormorant%1:05:00:: phalacrocorax_carbo%1:05:00::
http://www.wikidata.org/entity/Q29071	Containment	01149964-n					01147451-n	containment%1:04:00::
http://www.wikidata.org/entity/Q37766	Coonhound	02091491-n					02088839-n	coonhound%1:05:00::
http://www.wikidata.org/entity/Q38035	consonant	07130089-n					07115381-n	consonant%1:10:01::
http://www.wikidata.org/entity/Q38695	cooking	00244785-n	D003296				00243918-n	cookery%1:04:00:: preparation%1:04:03:: cooking%1:04:00::
http://www.wikidata.org/entity/Q41611	Coriandrum sativum	07833291-n					07817315-n	chinese_parsley%1:13:00:: coriander%1:13:00:: cilantro%1:13:00::
http://www.wikidata.org/entity/Q41611	Coriandrum sativum	12957229-n					12936469-n	coriandrum_sativum%1:20:00:: chinese_parsley%1:20:00:: coriander_plant%1:20:00:: cilantro%1:20:00:: coriander%1:20:00::
http://www.wikidata.org/entity/Q44210	Córdoba	08730969-n					08713136-n	cordoba%1:15:01:: cordova%1:15:01::
http://www.wikidata.org/entity/Q47054	riddle	06798080-n					06785223-n	conundrum%1:10:00:: enigma%1:10:00:: brain-teaser%1:10:00:: riddle%1:10:00::
http://www.wikidata.org/entity/Q49444	cork	14847717-n					14823547-n	phellem%1:27:00:: cork%1:27:01::
http://www.wikidata.org/entity/Q55989	convertible	03104891-n					03100240-n	convertible%1:06:00::
http://www.wikidata.org/entity/Q89640	consumerism	06004123-n					05995220-n	consumerism%1:09:00::
http://www.wikidata.org/entity/Q127006	muscle contraction	00370610-n	D009119	C0026820			00369802-n	muscle_contraction%1:04:00:: contraction%1:04:01:: muscular_contraction%1:04:00::
http://www.wikidata.org/entity/Q146744	Copts	09720102-n					09700706-n	copt%1:18:01::
http://www.wikidata.org/entity/Q146744	Copts	09700630-n					09681234-n	copt%1:18:00::
http://www.wikidata.org/entity/Q147507	Convolvulus	12844477-n	D031254				12823717-n	convolvulus%1:20:00::
http://www.wikidata.org/entity/Q160329	convection	13473787-n	D018481				13452614-n	convection%1:22:01::
http://www.wikidata.org/entity/Q160329	convection	13473923-n	D018481				13452750-n	convection%1:22:02::
http://www.wikidata.org/entity/Q161489	Corchorus	12225247-n	D032381				12204730-n	corchorus%1:20:01::
http://www.wikidata.org/entity/Q163675	Ardisia crenata	12117913-n					12097396-n	ardisia_crenata%1:20:00:: coralberry%1:20:01:: spiceberry%1:20:00::
http://www.wikidata.org/entity/Q178436	constipation	14394566-n	D003248	C0237326			14371161-n	irregularity%1:26:00:: constipation%1:26:00::
http://www.wikidata.org/entity/Q178436	constipation	14394566-n	D003248	C0009806			14371161-n	irregularity%1:26:00:: constipation%1:26:00::
http://www.wikidata.org/entity/Q185041	cor anglais	03293653-n					03288742-n	english_horn%1:06:00:: cor_anglais%1:06:00::
http://www.wikidata.org/entity/Q187956	intermodal container	03099154-n					03094503-n	container%1:06:00::
http://www.wikidata.org/entity/Q189973	copepod	01999239-n	D033342				01996585-n	copepod%1:05:00:: copepod_crustacean%1:05:00::
http://www.wikidata.org/entity/Q193726	copra	07789548-n					07773572-n	copra%1:13:00::
http://www.wikidata.org/entity/Q194166	consortium	08253359-n					08236438-n	syndicate%1:14:00:: pool%1:14:00:: consortium%1:14:00::
http://www.wikidata.org/entity/Q207546	contrail	09278425-n					09255519-n	contrail%1:17:00:: condensation_trail%1:17:00::
http://www.wikidata.org/entity/Q208704	flirting	00513533-n					00512522-n	flirt%1:04:00:: dalliance%1:04:01:: toying%1:04:00:: coquetry%1:04:00:: flirting%1:04:00:: flirtation%1:04:00::
http://www.wikidata.org/entity/Q320011	coprophagia	00840824-n					00839163-n	coprophagia%1:04:00:: coprophagy%1:04:00::
http://www.wikidata.org/entity/Q339084	gadget	02732963-n					02729965-n	convenience%1:06:00:: gadget%1:06:00:: gizmo%1:06:00:: widget%1:06:00:: gismo%1:06:00:: appliance%1:06:01:: contraption%1:06:00:: contrivance%1:06:00::
http://www.wikidata.org/entity/Q356785	Francisco Hernández de Cordoba	10930521-n					10910769-n	francisco_fernandez_cordoba%1:18:00:: cordova%1:18:00:: francisco_fernandez_de_cordova%1:18:00:: cordoba%1:18:00::
http://www.wikidata.org/entity/Q363948	contradiction	13879873-n					13857676-n	contradiction%1:24:00::
http://www.wikidata.org/entity/Q363948	contradiction	07221547-n					07206887-n	contradiction_in_terms%1:10:00:: contradiction%1:10:01::
http://www.wikidata.org/entity/Q370330	convoy	08434630-n					08417673-n	convoy%1:14:01::
http://www.wikidata.org/entity/Q381344	consummation	00062612-n					00061792-n	consummation%1:04:01::
http://www.wikidata.org/entity/Q382747	apple corer	03113410-n					03108759-n	corer%1:06:00::
http://www.wikidata.org/entity/Q384593	police officer	09978621-n					09959142-n	constable%1:18:00::
http://www.wikidata.org/entity/Q385378	construction	01106542-n					01104637-n	building%1:04:01:: construction%1:04:01::
http://www.wikidata.org/entity/Q410336	cordierite	14696705-n					14672544-n	cordierite%1:27:00::
http://www.wikidata.org/entity/Q421281	copolymer	14927100-n					14902949-n	copolymer%1:27:00::
http://www.wikidata.org/entity/Q473972	protected area	00821185-n					00819524-n	conservancy%1:04:00::
http://www.wikidata.org/entity/Q495626	constriction	07328118-n	D003250				07313518-n	coarctation%1:11:00:: constriction%1:11:00::
http://www.wikidata.org/entity/Q544041	coprolite	09279178-n					09256272-n	coprolite%1:17:00::
http://www.wikidata.org/entity/Q570506	Coquette	02139338-a					02131958-a	flirtatious%5:00:00:sexy:00 coquettish%5:00:00:sexy:00
http://www.wikidata.org/entity/Q637533	Fulica	02020681-n					02018027-n	coot%1:05:00::
http://www.wikidata.org/entity/Q770709	blunt trauma	00126920-n	D014949				00126100-n	contusion%1:04:00::
http://www.wikidata.org/entity/Q858568	corm	13155439-n					13134680-n	corm%1:20:00::
http://www.wikidata.org/entity/Q901722	smokeless powder	03111803-n					03107152-n	cordite%1:06:00::
http://www.wikidata.org/entity/Q904756	religious conversion	00095608-n					00094788-n	spiritual_rebirth%1:04:00:: conversion%1:04:01:: rebirth%1:04:00::
http://www.wikidata.org/entity/Q930164	conspiracy	05917476-n					05908882-n	cabal%1:09:00:: conspiracy%1:09:00::
http://www.wikidata.org/entity/Q930164	conspiracy	08268224-n					08251303-n	confederacy%1:14:01:: conspiracy%1:14:00::
http://www.wikidata.org/entity/Q972663	Heuchera	12819670-n	D031996				12798910-n	heuchera_sanguinea%1:20:00:: coralbells%1:20:00::
http://www.wikidata.org/entity/Q1089795	Cycadophyta	11622542-n	D032462				11602091-n	florida_arrowroot%1:20:00:: coontie%1:20:00:: zamia_pumila%1:20:00:: seminole_bread%1:20:00::
http://www.wikidata.org/entity/Q1123855	contemplation	05793513-n					05785508-n	reflexion%1:09:00:: reflection%1:09:00:: rumination%1:09:00:: musing%1:09:00:: thoughtfulness%1:09:00:: contemplation%1:09:00::
http://www.wikidata.org/entity/Q1128695	Contesting	00871260-v					00869596-v	repugn%2:32:00:: contest%2:32:00:: contend%2:32:00::
http://www.wikidata.org/entity/Q1132110	corduroy	03111373-n					03106722-n	cord%1:06:01:: corduroy%1:06:00::
http://www.wikidata.org/entity/Q1240054	corduroy road	03112260-n					03107609-n	corduroy%1:06:01::
http://www.wikidata.org/entity/Q1248772	Agkistrodon contortrix	01757011-n					01754370-n	agkistrodon_contortrix%1:05:00:: copperhead%1:05:01::
http://www.wikidata.org/entity/Q1281025	Pseudemys	01671533-n					01668892-n	river_cooter%1:05:00:: cooter%1:05:00:: pseudemys_concinna%1:05:00::
http://www.wikidata.org/entity/Q1327902	contortion	00405547-n					00404726-n	contortion%1:04:00:: deformation%1:04:00::
http://www.wikidata.org/entity/Q1362995	Coreopsis	11977319-n	D031945				11956850-n	tickseed%1:20:00:: coreopsis%1:20:00:: tick-weed%1:20:00:: tickweed%1:20:00::
http://www.wikidata.org/entity/Q1381335	consistory	08348048-n					08331121-n	consistory%1:14:00::
http://www.wikidata.org/entity/Q1466789	conventicle	08401631-n					08384900-n	conventicle%1:14:00::
http://www.wikidata.org/entity/Q1500696	fishing float	02863403-n					02860063-n	bob%1:06:00:: cork%1:06:01:: bobfloat%1:06:00:: bobber%1:06:00::
http://www.wikidata.org/entity/Q1569557	Consubstantiation	06198027-n					06188292-n	consubstantiation%1:09:00::
http://www.wikidata.org/entity/Q1784426	Corinthian	02855933-a					02845048-a	corinthian%3:01:02::
http://www.wikidata.org/entity/Q1891441	convalescence	13473520-n	D003289		Z54		13452347-n	recovery%1:22:00:: recuperation%1:22:00:: convalescence%1:22:00::
http://www.wikidata.org/entity/Q1976332	cooler	03107305-n					03102654-n	cooler%1:06:00:: ice_chest%1:06:00::
http://www.wikidata.org/entity/Q1990010	consolation	01214157-n					01211667-n	comfort%1:04:00:: consolation%1:04:00:: solace%1:04:00::
http://www.wikidata.org/entity/Q1990010	consolation	07507795-n					07492655-n	solace%1:12:00:: solacement%1:12:00:: consolation%1:12:00::
http://www.wikidata.org/entity/Q2111686	culinary art	00244785-n					00243918-n	cookery%1:04:00:: preparation%1:04:03:: cooking%1:04:00::
http://www.wikidata.org/entity/Q2295066	convection heater	03103798-n					03099147-n	convector%1:06:00::
http://www.wikidata.org/entity/Q2334804	delivery	00316812-n					00315986-n	transferral%1:04:00:: transfer%1:04:00:: conveyance%1:04:01:: transportation%1:04:00:: transport%1:04:01::
http://www.wikidata.org/entity/Q2465790	bracket	03096932-n					03092476-n	console%1:06:01::
http://www.wikidata.org/entity/Q2717414	Adenanthera pavonina	11779268-n					11758799-n	peacock_flower_fence%1:20:00:: barbados_pride%1:20:00:: adenanthera_pavonina%1:20:00:: coralwood%1:20:00:: red_sandalwood%1:20:02:: coral-wood%1:20:00::
http://www.wikidata.org/entity/Q3029382	consonance and dissonance	04991600-n					04984351-n	consonance%1:07:00:: harmoniousness%1:07:01::
http://www.wikidata.org/entity/Q3765035	convocation	01233339-n					01230850-n	convocation%1:04:00:: calling_together%1:04:00::
http://www.wikidata.org/entity/Q3765035	convocation	08419179-n					08402222-n	convocation%1:14:00::
http://www.wikidata.org/entity/Q4287629	copper engraving technique	03108898-n					03104247-n	copperplate%1:06:00:: copperplate_engraving%1:06:00::
http://www.wikidata.org/entity/Q4287629	copper engraving technique	03109064-n					03104413-n	copperplate%1:06:01::
http://www.wikidata.org/entity/Q5166129	convenience	02732963-n					02729965-n	convenience%1:06:00:: gadget%1:06:00:: gizmo%1:06:00:: widget%1:06:00:: gismo%1:06:00:: appliance%1:06:01:: contraption%1:06:00:: contrivance%1:06:00::
http://www.wikidata.org/entity/Q5166531	convexity in economics	05077459-n					05070290-n	convexness%1:07:00:: convexity%1:07:00::
http://www.wikidata.org/entity/Q5166531	convexity in economics	13886774-n					13864153-n	convexity%1:25:00:: convex_shape%1:25:00::
http://www.wikidata.org/entity/Q5168845	copperplate script	06362184-n					06350777-n	copperplate%1:10:00::
http://www.wikidata.org/entity/Q5338825	contempt	07518219-n					07502980-n	contempt%1:12:00:: despite%1:12:00:: disdain%1:12:00:: scorn%1:12:00::
http://www.wikidata.org/entity/Q5338825	contempt	06728866-n					06715927-n	scorn%1:10:00:: contempt%1:10:00::
http://www.wikidata.org/entity/Q5338825	contempt	04895705-n					04888510-n	contemptuousness%1:07:00::
http://www.wikidata.org/entity/Q6671777	structure	04348764-n					04341686-n	structure%1:06:00:: construction%1:06:00::
http://www.wikidata.org/entity/Q11064354	string	03110761-n					03106110-n	cord%1:06:00::
http://www.wikidata.org/entity/Q65089988	Confrontation	07196373-n					07181713-n	confrontation%1:10:02::
http://www.wikidata.org/entity/Q65089988	Confrontation	07246388-n					07231728-n	confrontation%1:10:01::
http://www.wikidata.org/entity/Q195	chocolate	07617570-n	D000069956				07601999-n	chocolate%1:13:00::
http://www.wikidata.org/entity/Q688	chlorine	14658769-n	D002713				14634591-n	cl%1:27:00:: chlorine%1:27:00:: atomic_number_17%1:27:00::
http://www.wikidata.org/entity/Q6099	escalope	07669591-n					07653982-n	chop%1:13:00::
http://www.wikidata.org/entity/Q7569	child	15172057-n	D002648				15147097-n	childhood%1:28:00::
http://www.wikidata.org/entity/Q7850	Chinese	06942519-n					06929742-n	chinese%1:10:00::
http://www.wikidata.org/entity/Q12090	cholera	14153061-n	D002771				14129579-n	epidemic_cholera%1:26:00:: cholera%1:26:00:: indian_cholera%1:26:00:: asiatic_cholera%1:26:00::
http://www.wikidata.org/entity/Q19809	Christmas	15221372-n					15196537-n	christmastime%1:28:00:: christmas%1:28:01:: yule%1:28:00:: noel%1:28:00:: yuletide%1:28:00:: christmastide%1:28:00::
http://www.wikidata.org/entity/Q34581	parturition	13469507-n					13448334-n	childbirth%1:22:00:: childbearing%1:22:00:: accouchement%1:22:00:: vaginal_birth%1:22:00::
http://www.wikidata.org/entity/Q35216	Zhou dynasty	08496418-n					08479407-n	zhou_dynasty%1:14:00:: zhou%1:14:00:: chow%1:14:00:: chou_dynasty%1:14:00:: chow_dynasty%1:14:00:: chou%1:14:00::
http://www.wikidata.org/entity/Q43177	chlorophyll	01400853-n	D002734				01398212-n	chlorophyl%1:05:00:: chlorophyll%1:05:00::
http://www.wikidata.org/entity/Q43656	cholesterol	15083111-n	D002784	C0008377			15058544-n	cholesterol%1:27:00:: cholesterin%1:27:00::
http://www.wikidata.org/entity/Q47263	chloroplast	12983752-n	D002736				12962992-n	chloroplast%1:20:00::
http://www.wikidata.org/entity/Q80831	integrated circuit	03023717-n					03020034-n 03012209-n	micro_chip%1:06:00:: microchip%1:06:00:: prime%3:01:00:: silicon_chip%1:06:00:: microprocessor_chip%1:06:00:: chip%1:06:00::
http://www.wikidata.org/entity/Q81980	chopsticks	03029438-n					03025755-n	chopstick%1:06:00::
http://www.wikidata.org/entity/Q131186	choir	08205568-n					08188638-n	choir%1:14:00::
http://www.wikidata.org/entity/Q131186	choir	08204767-n					08187837-n	chorus%1:14:00::
http://www.wikidata.org/entity/Q131186	choir	08205379-n					08188449-n	chorus%1:14:01:: chorus_line%1:14:00::
http://www.wikidata.org/entity/Q152088	French-fried potatoes	07726825-n					07711080-n	fries%1:13:00:: french-fried_potatoes%1:13:00:: french_fries%1:13:00:: chips%1:13:01::
http://www.wikidata.org/entity/Q153356	chlamydia infection	14199061-n	D002690	C0008149	A70		14175579-n	chlamydia%1:26:00::
http://www.wikidata.org/entity/Q153356	chlamydia infection	01375350-n	D002690	C0008149	A70		01372709-n	chlamydia%1:05:00::
http://www.wikidata.org/entity/Q153356	chlamydia infection	14199061-n	D002690	C0008149	A55		14175579-n	chlamydia%1:26:00::
http://www.wikidata.org/entity/Q153356	chlamydia infection	01375350-n	D002690	C0008149	A55		01372709-n	chlamydia%1:05:00::
http://www.wikidata.org/entity/Q153356	chlamydia infection	14199061-n	D002690	C0008149	A56.8		14175579-n	chlamydia%1:26:00::
http://www.wikidata.org/entity/Q153356	chlamydia infection	01375350-n	D002690	C0008149	A56.8		01372709-n	chlamydia%1:05:00::
http://www.wikidata.org/entity/Q153356	chlamydia infection	14199061-n	D002690	C0008149	A74.9		14175579-n	chlamydia%1:26:00::
http://www.wikidata.org/entity/Q153356	chlamydia infection	01375350-n	D002690	C0008149	A74.9		01372709-n	chlamydia%1:05:00::
http://www.wikidata.org/entity/Q156694	Stellaria	11838383-n	D029752				11817914-n	chickweed%1:20:00::
http://www.wikidata.org/entity/Q161219	chitin	14756901-n	D002686				14732722-n	chitin%1:27:00::
http://www.wikidata.org/entity/Q170477	chimney	03021082-n					03017428-n	chimney%1:06:00::
http://www.wikidata.org/entity/Q172336	chokehold	00418144-n					00417131-n	chokehold%1:04:00:: choke_hold%1:04:00::
http://www.wikidata.org/entity/Q172336	chokehold	00226653-n					00225786-n	strangling%1:04:00:: throttling%1:04:00:: choking%1:04:00:: strangulation%1:04:01::
http://www.wikidata.org/entity/Q178566	chlordiazepoxide	03025724-n	D002707	C0008188			03022041-n	chlordiazepoxide%1:06:00:: libritabs%1:06:00:: librium%1:06:00::
http://www.wikidata.org/entity/Q178812	tubular bells	03020822-n					03017168-n	bell%1:06:04:: gong%1:06:01:: chime%1:06:00::
http://www.wikidata.org/entity/Q180856	choreography	06829303-n					06816445-n	choreography%1:10:01::
http://www.wikidata.org/entity/Q180856	choreography	07033877-n					07020763-n	choreography%1:10:00::
http://www.wikidata.org/entity/Q182120	chondrule	09267237-n					09244331-n	chondrule%1:17:00::
http://www.wikidata.org/entity/Q182790	chimera	09516693-n					09493562-n	chimaera%1:18:00:: chimera%1:18:00::
http://www.wikidata.org/entity/Q188191	chord	13897566-n					13874927-n	chord%1:25:00::
http://www.wikidata.org/entity/Q192930	Chinchilla	02370144-n	D002682				02367492-n	chinchilla_laniger%1:05:00:: chinchilla%1:05:00::
http://www.wikidata.org/entity/Q193166	choline	14834731-n	D002794	C0008405			14810561-n	choline%1:27:00::
http://www.wikidata.org/entity/Q193166	choline	00061228-a	D002794	C0008405			00060969-a	cholinergic%3:00:00::
http://www.wikidata.org/entity/Q211945	Yule	15221372-n					15196537-n	christmastime%1:28:00:: christmas%1:28:01:: yule%1:28:00:: noel%1:28:00:: yuletide%1:28:00:: christmastide%1:28:00::
http://www.wikidata.org/entity/Q217813	chlorate ion	14634881-n					14610703-n	chlorate%1:27:00::
http://www.wikidata.org/entity/Q230262	plucked string instrument	03029569-n					03025886-n	chordophone%1:06:00::
http://www.wikidata.org/entity/Q271762	choroid	05320640-n	D002829	C0008520			05313115-n	choroid%1:08:00:: choroid_coat%1:08:00::
http://www.wikidata.org/entity/Q272714	gallstone	14138727-n	D042882	C0267869	K80	235919008	14115245-n	cholelithiasis%1:26:00::
http://www.wikidata.org/entity/Q272714	gallstone	14138727-n	D042882	CL386104	K80	235919008	14115245-n	cholelithiasis%1:26:00::
http://www.wikidata.org/entity/Q305190	melasma	14326172-n			L81.1	36209000	14302652-n	mask_of_pregnancy%1:26:00:: melasma%1:26:00:: chloasma%1:26:00::
http://www.wikidata.org/entity/Q376666	cholecystitis	14364227-n	D002764	C0008325			14340822-n	cholecystitis%1:26:00::
http://www.wikidata.org/entity/Q407768	chlorobenzene	14627414-n					14603236-n	chlorobenzene%1:27:00::
http://www.wikidata.org/entity/Q407972	chlorpromazine	03026858-n	D002746	C0008286			03023175-n	thorazine%1:06:00:: chlorpromazine%1:06:00::
http://www.wikidata.org/entity/Q410871	chloroprene	14936396-n	D002737				14912245-n	chloroprene%1:27:00::
http://www.wikidata.org/entity/Q414915	chlorpyrifos	14834636-n	D004390				14810466-n	chlorpyrifos%1:27:00::
http://www.wikidata.org/entity/Q415635	cholinesterase	14760001-n	D002802				14735822-n	cholinesterase%1:27:00::
http://www.wikidata.org/entity/Q415939	chlorambucil	03025214-n	D002699	C0008163			03021531-n	chlorambucil%1:06:00:: leukeran%1:06:00::
http://www.wikidata.org/entity/Q417948	chlortetracycline	03027098-n	D002751	C0008293			03023415-n	aureomycin%1:06:00:: chlortetracycline%1:06:00::
http://www.wikidata.org/entity/Q422438	chloroquine	03026317-n	D002738	C0008269			03022634-n	chloroquine%1:06:00::
http://www.wikidata.org/entity/Q427254	chlorite mineral group	14695115-n					14670954-n	chlorite%1:27:00::
http://www.wikidata.org/entity/Q474188	chisel	03024375-n					03020692-n	chisel%1:06:00::
http://www.wikidata.org/entity/Q482853	vertebral column	01897769-n					01895128-n	chine%1:05:00::
http://www.wikidata.org/entity/Q603644	cholangitis	14364139-n	D002761	C0008311			14340734-n	cholangitis%1:26:00::
http://www.wikidata.org/entity/Q623749	chromatid	05451751-n	D002842				05444175-n	chromatid%1:08:00::
http://www.wikidata.org/entity/Q638774	cholecystectomy	00670243-n	D002763				00669000-n	cholecystectomy%1:04:00::
http://www.wikidata.org/entity/Q641707	Christendom	08099113-n					08082236-n	christianity%1:14:02:: christendom%1:14:00::
